timestamp,flow_in_m3h,flow_out_m3h,temp_in_c,temp_out_c,pressure_in_bar,pressure_out_bar,p_in_mgL,p_out_mgL,n_in_mgL,n_out_mgL,water_treated_m3_cum,n_removed_kg_cum,p_removed_kg_cum,electricity_kwh_cum,co2_kg_cum
2026-06-03T01:00:00,16.390,15.875,19.90,20.78,1.129,1.061,0.6144,0.5682,10.155,9.087,876.4,0.919,0.0275,17.5,5.8
2026-06-03T02:00:00,17.703,17.297,19.95,20.89,1.128,1.070,0.5724,0.5693,10.308,8.787,893.7,0.945,0.0275,17.9,5.9
2026-06-03T03:00:00,15.730,15.451,20.46,21.70,1.158,1.093,0.6412,0.5752,10.371,9.318,909.1,0.961,0.0285,18.2,6.0
2026-06-03T04:00:00,17.239,16.782,19.92,20.68,1.148,1.090,0.6357,0.5965,11.033,8.966,925.9,0.996,0.0292,18.5,6.1
2026-06-03T05:00:00,17.201,16.801,20.02,20.85,1.178,1.108,0.5951,0.5589,10.475,9.052,942.7,1.020,0.0298,18.9,6.2
2026-06-03T06:00:00,17.271,16.897,20.70,21.64,1.164,1.110,0.5503,0.5936,10.258,8.853,959.6,1.044,0.0298,19.2,6.3
2026-06-03T07:00:00,18.342,17.707,21.00,21.79,1.161,1.109,0.6425,0.5717,10.357,9.089,977.3,1.066,0.0311,19.5,6.5
2026-06-03T08:00:00,17.925,17.527,21.20,22.19,1.173,1.112,0.5515,0.5775,10.418,9.071,994.8,1.090,0.0311,19.9,6.6
2026-06-03T09:00:00,17.970,17.630,22.26,22.68,1.187,1.135,0.6295,0.5792,10.216,9.496,1012.4,1.102,0.0319,20.2,6.7
2026-06-03T10:00:00,18.704,18.353,22.18,22.85,1.179,1.126,0.6457,0.5735,8.944,9.220,1030.8,1.102,0.0333,20.6,6.8
2026-06-03T11:00:00,18.675,18.375,22.67,22.86,1.191,1.138,0.6359,0.5745,9.972,9.251,1049.2,1.115,0.0344,21.0,6.9
2026-06-03T12:00:00,18.711,18.041,22.55,23.38,1.213,1.148,0.6150,0.5627,9.677,9.156,1067.2,1.125,0.0353,21.3,7.0
2026-06-03T13:00:00,20.629,19.972,23.62,24.53,1.197,1.146,0.5453,0.5770,10.052,8.933,1087.2,1.147,0.0353,21.7,7.2
2026-06-03T14:00:00,20.318,20.125,23.49,24.20,1.218,1.161,0.6211,0.5984,10.189,8.934,1107.3,1.173,0.0358,22.1,7.3
2026-06-03T15:00:00,18.350,17.925,23.12,23.63,1.223,1.165,0.5764,0.5489,10.078,8.992,1125.2,1.192,0.0363,22.5,7.4
2026-06-03T16:00:00,19.513,19.094,23.52,24.50,1.220,1.164,0.5777,0.5787,11.396,8.994,1144.3,1.238,0.0363,22.9,7.6
2026-06-03T17:00:00,19.262,18.524,23.64,24.72,1.215,1.163,0.5944,0.5807,10.023,8.834,1162.9,1.260,0.0365,23.3,7.7
2026-06-03T18:00:00,18.406,17.908,22.54,23.15,1.223,1.167,0.6601,0.5599,9.731,8.967,1180.8,1.274,0.0383,23.6,7.8
2026-06-03T19:00:00,17.790,17.143,23.16,24.17,1.217,1.166,0.5522,0.5733,10.721,8.750,1197.9,1.307,0.0383,24.0,7.9
2026-06-03T20:00:00,18.090,17.834,22.41,22.79,1.210,1.155,0.5411,0.5683,10.099,9.196,1215.7,1.323,0.0383,24.3,8.0
2026-06-03T21:00:00,17.496,17.159,21.60,22.30,1.182,1.115,0.6224,0.5867,9.361,8.947,1232.9,1.331,0.0389,24.7,8.1
2026-06-03T22:00:00,18.151,17.672,21.19,21.92,1.177,1.119,0.5555,0.5953,10.830,9.197,1250.6,1.359,0.0389,25.0,8.3
2026-06-03T23:00:00,17.459,16.972,21.31,22.07,1.177,1.116,0.5775,0.5612,9.655,8.903,1267.5,1.372,0.0392,25.4,8.4
2026-06-04T00:00:00,16.287,15.819,20.31,21.20,1.146,1.088,0.5985,0.5863,10.170,9.063,1283.4,1.390,0.0394,25.7,8.5
2026-06-04T01:00:00,15.949,15.313,19.76,20.54,1.158,1.106,0.6194,0.5640,9.781,9.130,1298.7,1.400,0.0403,26.0,8.6
2026-06-04T02:00:00,17.827,17.276,19.57,20.51,1.157,1.098,0.6189,0.5689,10.040,9.128,1316.0,1.415,0.0411,26.3,8.7
2026-06-04T03:00:00,17.057,16.692,19.78,20.69,1.134,1.080,0.6011,0.6017,10.583,8.944,1332.6,1.443,0.0411,26.7,8.8
2026-06-04T04:00:00,15.713,15.248,19.89,20.83,1.143,1.086,0.5465,0.5927,11.064,8.871,1347.9,1.476,0.0411,27.0,8.9
2026-06-04T05:00:00,15.956,15.491,19.40,20.20,1.166,1.112,0.6349,0.6000,9.034,9.052,1363.4,1.476,0.0417,27.3,9.0
2026-06-04T06:00:00,17.293,16.650,20.83,21.77,1.151,1.099,0.6421,0.5750,10.427,8.831,1380.0,1.503,0.0428,27.6,9.1
2026-06-04T07:00:00,18.138,17.794,20.39,21.47,1.140,1.088,0.6203,0.5870,9.679,9.131,1397.8,1.513,0.0434,28.0,9.2
2026-06-04T08:00:00,17.434,17.141,21.65,22.67,1.163,1.108,0.5912,0.5764,10.577,9.109,1415.0,1.538,0.0436,28.3,9.3
2026-06-04T09:00:00,18.761,18.626,21.88,22.89,1.160,1.106,0.6240,0.5849,11.007,9.081,1433.6,1.574,0.0444,28.7,9.5
2026-06-04T10:00:00,18.333,17.708,22.17,23.42,1.199,1.146,0.6261,0.5687,10.739,8.804,1451.3,1.608,0.0454,29.0,9.6
2026-06-04T11:00:00,18.375,17.883,22.23,22.76,1.181,1.131,0.6218,0.5576,10.109,8.998,1469.2,1.628,0.0465,29.4,9.7
2026-06-04T12:00:00,18.318,17.686,23.45,24.48,1.210,1.158,0.5741,0.5757,10.507,9.099,1486.9,1.653,0.0465,29.7,9.8
2026-06-04T13:00:00,19.520,19.043,23.12,23.60,1.225,1.169,0.6358,0.5866,11.020,9.181,1505.9,1.688,0.0475,30.1,9.9
2026-06-04T14:00:00,18.837,18.505,23.53,24.25,1.222,1.166,0.5995,0.5588,9.531,8.807,1524.4,1.701,0.0482,30.5,10.1
2026-06-04T15:00:00,19.437,19.050,23.73,24.39,1.229,1.179,0.6822,0.5629,10.366,9.205,1543.5,1.723,0.0505,30.9,10.2
2026-06-04T16:00:00,19.145,18.686,23.36,23.73,1.217,1.163,0.5549,0.5685,10.331,8.937,1562.2,1.749,0.0505,31.2,10.3
2026-06-04T17:00:00,18.605,18.173,23.23,23.92,1.227,1.169,0.6895,0.5773,9.741,9.118,1580.3,1.761,0.0525,31.6,10.4
2026-06-04T18:00:00,19.542,18.705,22.79,23.52,1.230,1.175,0.6824,0.5745,9.854,8.946,1599.0,1.778,0.0545,32.0,10.6
2026-06-04T19:00:00,19.373,19.052,22.69,23.27,1.174,1.112,0.6150,0.5707,9.797,8.947,1618.1,1.794,0.0554,32.4,10.7
2026-06-04T20:00:00,18.861,18.469,22.03,22.64,1.188,1.135,0.5777,0.5653,10.830,9.183,1636.6,1.824,0.0556,32.7,10.8
2026-06-04T21:00:00,18.143,17.742,21.60,22.07,1.177,1.119,0.5855,0.5899,10.750,8.945,1654.3,1.856,0.0556,33.1,10.9
2026-06-04T22:00:00,18.068,17.819,21.05,22.11,1.131,1.075,0.5607,0.5736,9.993,9.499,1672.1,1.865,0.0556,33.4,11.0
2026-06-04T23:00:00,17.026,16.688,20.89,21.43,1.159,1.106,0.6073,0.5788,11.112,8.967,1688.8,1.901,0.0561,33.8,11.1
2026-06-05T00:00:00,16.656,16.208,20.27,21.28,1.167,1.111,0.6286,0.5632,9.982,9.033,1705.0,1.916,0.0572,34.1,11.3
2026-06-05T01:00:00,17.135,16.680,19.46,20.01,1.147,1.094,0.6174,0.5761,10.764,9.009,1721.7,1.945,0.0578,34.4,11.4
2026-06-05T02:00:00,16.172,15.812,18.82,19.70,1.165,1.110,0.6309,0.5668,9.500,9.005,1737.5,1.953,0.0589,34.8,11.5
2026-06-05T03:00:00,16.592,15.972,20.31,21.08,1.147,1.095,0.6015,0.5964,9.691,8.814,1753.5,1.967,0.0589,35.1,11.6
2026-06-05T04:00:00,16.764,16.276,19.90,20.48,1.157,1.100,0.6205,0.5882,10.480,8.768,1769.8,1.995,0.0595,35.4,11.7
2026-06-05T05:00:00,16.487,16.024,20.04,20.37,1.142,1.077,0.6254,0.5806,10.285,8.799,1785.8,2.019,0.0602,35.7,11.8
2026-06-05T06:00:00,16.863,16.330,20.42,21.62,1.152,1.099,0.6473,0.5773,10.267,8.845,1802.1,2.042,0.0613,36.0,11.9
2026-06-05T07:00:00,17.234,16.572,20.79,21.73,1.190,1.134,0.5611,0.5547,9.805,9.119,1818.7,2.054,0.0614,36.4,12.0
2026-06-05T08:00:00,17.068,16.982,21.09,21.61,1.147,1.093,0.6185,0.5743,10.146,8.846,1835.7,2.076,0.0622,36.7,12.1
2026-06-05T09:00:00,18.072,17.492,21.94,22.71,1.182,1.131,0.6656,0.5708,10.562,9.178,1853.2,2.100,0.0638,37.1,12.2
2026-06-05T10:00:00,18.046,17.267,21.82,22.58,1.184,1.133,0.6644,0.5742,9.910,9.187,1870.4,2.112,0.0654,37.4,12.3
2026-06-05T11:00:00,17.367,16.787,22.55,23.53,1.172,1.118,0.6214,0.5719,10.324,8.822,1887.2,2.137,0.0662,37.7,12.5
2026-06-05T12:00:00,20.152,19.525,22.88,23.43,1.221,1.169,0.6416,0.5684,10.671,9.033,1906.7,2.169,0.0676,38.1,12.6
2026-06-05T13:00:00,19.832,19.291,22.88,23.50,1.223,1.173,0.6289,0.5792,9.828,9.009,1926.0,2.185,0.0686,38.5,12.7
2026-06-05T14:00:00,18.496,18.062,24.26,24.46,1.226,1.171,0.6028,0.5610,10.116,8.990,1944.1,2.206,0.0694,38.9,12.8
2026-06-05T15:00:00,20.059,19.622,23.63,24.42,1.254,1.196,0.6538,0.5755,10.598,8.713,1963.7,2.243,0.0709,39.3,13.0
2026-06-05T16:00:00,18.610,17.887,23.19,24.15,1.210,1.159,0.6183,0.5874,9.103,8.932,1981.6,2.246,0.0715,39.6,13.1
2026-06-05T17:00:00,19.243,18.706,23.93,25.15,1.223,1.167,0.5738,0.5843,9.848,9.364,2000.3,2.255,0.0715,40.0,13.2
2026-06-05T18:00:00,19.405,18.936,22.67,23.02,1.220,1.165,0.6377,0.5636,10.370,9.219,2019.2,2.277,0.0729,40.4,13.3
2026-06-05T19:00:00,18.250,17.779,23.16,23.98,1.196,1.142,0.5706,0.5622,10.087,9.036,2037.0,2.295,0.0730,40.7,13.4
2026-06-05T20:00:00,18.446,18.055,22.17,22.80,1.161,1.108,0.6401,0.5749,10.452,8.889,2055.1,2.323,0.0742,41.1,13.6
2026-06-05T21:00:00,17.387,17.006,20.90,21.99,1.207,1.148,0.5780,0.5910,9.976,8.955,2072.1,2.341,0.0742,41.4,13.7
2026-06-05T22:00:00,17.575,17.122,21.45,22.21,1.164,1.107,0.6161,0.5685,10.656,9.190,2089.2,2.366,0.0750,41.8,13.8
2026-06-05T23:00:00,17.672,17.179,20.04,20.59,1.176,1.106,0.6315,0.5719,9.302,9.140,2106.4,2.369,0.0760,42.1,13.9
2026-06-06T00:00:00,17.573,16.984,20.07,21.10,1.165,1.111,0.6613,0.5615,10.210,8.891,2123.4,2.391,0.0777,42.5,14.0
2026-06-06T01:00:00,16.163,15.925,20.52,21.40,1.154,1.104,0.5231,0.5834,10.663,8.982,2139.3,2.418,0.0777,42.8,14.1
2026-06-06T02:00:00,17.467,16.820,19.67,20.74,1.127,1.076,0.6375,0.5664,9.917,9.037,2156.1,2.433,0.0789,43.1,14.2
2026-06-06T03:00:00,16.735,16.302,19.25,19.85,1.146,1.086,0.6662,0.5666,11.015,8.306,2172.4,2.477,0.0805,43.4,14.3
2026-06-06T04:00:00,16.220,16.007,20.36,21.18,1.156,1.101,0.6697,0.5641,10.627,8.947,2188.4,2.504,0.0822,43.8,14.4
2026-06-06T05:00:00,16.443,16.111,20.08,21.06,1.124,1.066,0.6518,0.5670,10.762,9.080,2204.5,2.531,0.0836,44.1,14.5
2026-06-06T06:00:00,16.418,15.932,20.53,21.49,1.142,1.085,0.5728,0.5851,10.144,9.167,2220.5,2.546,0.0836,44.4,14.7
2026-06-06T07:00:00,17.027,16.574,20.59,21.49,1.177,1.121,0.6446,0.5900,10.309,9.048,2237.0,2.567,0.0845,44.7,14.8
2026-06-06T08:00:00,17.220,16.926,20.41,21.03,1.156,1.103,0.6199,0.5725,9.508,8.930,2254.0,2.577,0.0853,45.1,14.9
2026-06-06T09:00:00,16.659,16.209,21.98,23.19,1.186,1.134,0.6163,0.5675,10.058,9.438,2270.2,2.587,0.0861,45.4,15.0
2026-06-06T10:00:00,17.800,17.481,21.63,22.45,1.221,1.167,0.6196,0.5783,10.644,8.874,2287.6,2.618,0.0868,45.8,15.1
2026-06-06T11:00:00,18.497,18.097,22.49,22.97,1.205,1.148,0.5893,0.5886,10.219,8.951,2305.7,2.641,0.0868,46.1,15.2
2026-06-06T12:00:00,18.091,17.673,23.50,24.15,1.201,1.147,0.5760,0.5905,10.156,9.066,2323.4,2.660,0.0868,46.5,15.3
2026-06-06T13:00:00,19.615,18.984,23.10,23.96,1.209,1.158,0.6096,0.5842,9.946,8.943,2342.4,2.679,0.0873,46.8,15.5
2026-06-06T14:00:00,19.248,18.599,23.96,24.34,1.212,1.151,0.6204,0.5967,10.073,9.062,2361.0,2.698,0.0878,47.2,15.6
2026-06-06T15:00:00,19.942,19.286,24.12,25.40,1.218,1.163,0.5439,0.5603,10.564,8.829,2380.3,2.732,0.0878,47.6,15.7
2026-06-06T16:00:00,18.685,18.284,23.59,24.57,1.220,1.167,0.6226,0.5699,9.481,9.078,2398.6,2.739,0.0887,48.0,15.8
2026-06-06T17:00:00,18.696,18.338,23.53,24.04,1.228,1.168,0.6087,0.5802,9.828,8.810,2416.9,2.758,0.0892,48.3,16.0
2026-06-06T18:00:00,19.188,18.422,22.89,23.19,1.211,1.156,0.5556,0.5793,9.899,8.971,2435.3,2.775,0.0892,48.7,16.1
2026-06-06T19:00:00,17.921,17.561,22.77,23.41,1.205,1.152,0.6091,0.5749,9.844,9.164,2452.9,2.787,0.0898,49.1,16.2
2026-06-06T20:00:00,18.334,17.778,21.74,22.21,1.203,1.153,0.6829,0.5546,9.947,8.938,2470.7,2.805,0.0921,49.4,16.3
2026-06-06T21:00:00,18.516,17.890,21.27,21.71,1.167,1.106,0.5591,0.5835,10.101,8.779,2488.6,2.828,0.0921,49.8,16.4
2026-06-06T22:00:00,17.656,17.094,21.45,22.74,1.175,1.106,0.5751,0.5784,10.367,9.082,2505.6,2.850,0.0921,50.1,16.5
2026-06-06T23:00:00,17.797,17.268,20.49,21.59,1.168,1.113,0.6198,0.5745,10.744,8.731,2522.9,2.885,0.0929,50.5,16.7
2026-06-07T00:00:00,16.512,16.107,19.72,20.63,1.140,1.086,0.6310,0.5725,10.728,8.714,2539.0,2.917,0.0938,50.8,16.8
2026-06-07T01:00:00,16.082,15.684,19.20,20.40,1.141,1.075,0.6076,0.5887,10.295,8.544,2554.7,2.945,0.0941,51.1,16.9
2026-06-07T02:00:00,16.793,16.159,19.92,20.96,1.136,1.084,0.5926,0.5794,9.716,8.919,2570.9,2.958,0.0944,51.4,17.0
2026-06-07T03:00:00,17.214,16.710,18.75,19.56,1.143,1.087,0.6149,0.5613,9.597,9.161,2587.6,2.965,0.0952,51.8,17.1
2026-06-07T04:00:00,17.486,17.259,19.52,20.42,1.137,1.081,0.6528,0.5719,9.755,9.077,2604.8,2.977,0.0966,52.1,17.2
2026-06-07T05:00:00,16.387,16.135,19.62,20.57,1.134,1.071,0.6612,0.5650,10.251,9.320,2621.0,2.992,0.0982,52.4,17.3
2026-06-07T06:00:00,17.775,17.229,20.76,21.49,1.161,1.109,0.6058,0.5606,9.799,8.798,2638.2,3.009,0.0990,52.8,17.4
2026-06-07T07:00:00,17.797,17.484,20.96,21.37,1.138,1.071,0.5964,0.5810,8.960,9.006,2655.7,3.009,0.0992,53.1,17.5
2026-06-07T08:00:00,18.183,17.752,21.00,21.68,1.159,1.107,0.6484,0.5853,9.790,8.790,2673.4,3.027,0.1004,53.5,17.6
2026-06-07T09:00:00,17.202,16.770,22.30,23.20,1.189,1.132,0.6647,0.5835,9.672,9.051,2690.2,3.037,0.1017,53.8,17.8
2026-06-07T10:00:00,18.144,17.566,22.56,23.37,1.181,1.126,0.6162,0.5761,10.610,8.736,2707.8,3.070,0.1024,54.2,17.9
2026-06-07T11:00:00,18.472,17.630,22.41,23.37,1.204,1.146,0.5956,0.5891,9.825,8.861,2725.4,3.087,0.1025,54.5,18.0
2026-06-07T12:00:00,19.527,18.961,23.02,23.45,1.227,1.168,0.5859,0.5757,9.811,9.161,2744.4,3.099,0.1027,54.9,18.1
2026-06-07T13:00:00,18.389,17.884,22.59,23.62,1.226,1.169,0.5672,0.5885,10.773,8.987,2762.2,3.131,0.1027,55.2,18.2
2026-06-07T14:00:00,18.145,17.691,23.83,24.90,1.219,1.161,0.6090,0.5795,10.614,9.122,2779.9,3.158,0.1033,55.6,18.3
2026-06-07T15:00:00,19.022,18.487,23.63,24.07,1.219,1.168,0.6014,0.5835,10.274,8.914,2798.4,3.183,0.1036,56.0,18.5
2026-06-07T16:00:00,18.935,18.574,23.78,24.55,1.225,1.174,0.6251,0.5574,10.959,8.849,2817.0,3.222,0.1048,56.3,18.6
2026-06-07T17:00:00,19.005,18.461,22.96,23.64,1.201,1.138,0.5458,0.5845,10.135,9.070,2835.5,3.242,0.1048,56.7,18.7
2026-06-07T18:00:00,17.721,17.058,23.37,24.40,1.170,1.105,0.6111,0.5735,9.833,8.741,2852.5,3.260,0.1055,57.1,18.8
2026-06-07T19:00:00,18.064,17.634,22.92,23.28,1.196,1.140,0.6181,0.5610,9.705,8.766,2870.2,3.277,0.1065,57.4,18.9
2026-06-07T20:00:00,19.064,18.255,21.79,22.46,1.197,1.144,0.6046,0.6090,10.374,8.871,2888.4,3.304,0.1065,57.8,19.1
2026-06-07T21:00:00,17.010,16.614,22.26,23.18,1.159,1.096,0.6016,0.5927,10.610,9.009,2905.0,3.331,0.1066,58.1,19.2
2026-06-07T22:00:00,18.228,17.714,21.40,22.43,1.189,1.127,0.5715,0.5792,9.765,9.054,2922.7,3.344,0.1066,58.5,19.3
2026-06-07T23:00:00,16.882,16.547,20.72,21.81,1.136,1.084,0.6586,0.5707,8.831,9.334,2939.3,3.344,0.1081,58.8,19.4
2026-06-08T00:00:00,16.310,15.798,20.21,21.11,1.127,1.070,0.6305,0.5660,10.713,8.776,2955.1,3.374,0.1091,59.1,19.5
2026-06-08T01:00:00,18.241,17.897,19.23,19.81,1.150,1.096,0.6243,0.5704,11.090,8.846,2973.0,3.414,0.1101,59.5,19.6
2026-06-08T02:00:00,17.172,16.813,20.22,21.01,1.147,1.093,0.6467,0.5941,9.980,9.096,2989.8,3.429,0.1110,59.8,19.7
2026-06-08T03:00:00,17.293,16.868,18.96,19.21,1.138,1.080,0.6026,0.5615,10.739,8.809,3006.7,3.462,0.1117,60.1,19.8
2026-06-08T04:00:00,17.063,16.724,19.43,20.28,1.113,1.061,0.5417,0.5796,10.809,8.507,3023.4,3.500,0.1117,60.5,20.0
2026-06-08T05:00:00,17.377,16.952,19.78,20.77,1.155,1.091,0.5600,0.5747,11.462,8.773,3040.3,3.546,0.1117,60.8,20.1
2026-06-08T06:00:00,17.975,17.421,19.57,20.68,1.140,1.077,0.5928,0.5869,10.805,9.182,3057.8,3.574,0.1118,61.2,20.2
2026-06-08T07:00:00,16.609,16.203,20.12,21.13,1.162,1.097,0.6380,0.6011,10.812,8.529,3074.0,3.611,0.1124,61.5,20.3
2026-06-08T08:00:00,17.402,16.965,20.13,21.02,1.167,1.101,0.6596,0.5764,9.253,9.004,3090.9,3.615,0.1138,61.8,20.4
2026-06-08T09:00:00,17.252,16.739,20.69,21.46,1.172,1.103,0.6389,0.5862,10.058,8.869,3107.7,3.635,0.1147,62.2,20.5
