timestamp,flow_in_m3h,flow_out_m3h,temp_in_c,temp_out_c,pressure_in_bar,pressure_out_bar,p_in_mgL,p_out_mgL,n_in_mgL,n_out_mgL,water_treated_m3_cum,n_removed_kg_cum,p_removed_kg_cum,electricity_kwh_cum,co2_kg_cum
2026-06-02T12:00:00,11.644,11.292,23.65,24.12,1.210,1.157,0.4585,0.4414,8.225,6.781,389.1,0.299,0.0100,7.8,2.6
2026-06-02T13:00:00,11.979,11.777,23.58,24.22,1.223,1.163,0.4587,0.4391,7.362,6.498,400.8,0.309,0.0102,8.0,2.6
2026-06-02T14:00:00,11.319,10.996,24.01,25.36,1.243,1.187,0.4996,0.4453,7.469,6.642,411.8,0.318,0.0108,8.2,2.7
2026-06-02T15:00:00,11.706,11.397,23.72,24.52,1.235,1.175,0.4590,0.4466,7.196,6.681,423.2,0.324,0.0110,8.5,2.8
2026-06-02T16:00:00,11.659,11.268,23.88,24.38,1.228,1.168,0.4526,0.4358,7.665,6.638,434.5,0.336,0.0112,8.7,2.9
2026-06-02T17:00:00,10.957,10.614,23.22,24.40,1.227,1.175,0.4247,0.4459,6.891,6.663,445.1,0.338,0.0112,8.9,2.9
2026-06-02T18:00:00,11.444,11.145,22.69,23.32,1.210,1.151,0.4599,0.4472,8.295,6.748,456.3,0.355,0.0113,9.1,3.0
2026-06-02T19:00:00,12.119,11.708,22.50,23.23,1.169,1.117,0.4652,0.4518,6.932,6.529,468.0,0.360,0.0115,9.4,3.1
2026-06-02T20:00:00,11.063,10.886,22.12,22.92,1.183,1.132,0.4863,0.4440,7.368,6.551,478.9,0.369,0.0119,9.6,3.2
2026-06-02T21:00:00,10.921,10.635,21.38,22.28,1.163,1.112,0.4727,0.4514,7.994,6.799,489.5,0.382,0.0121,9.8,3.2
2026-06-02T22:00:00,10.353,10.109,20.73,21.55,1.179,1.127,0.4738,0.4416,7.432,6.641,499.6,0.390,0.0125,10.0,3.3
2026-06-02T23:00:00,10.198,9.925,20.64,21.61,1.158,1.102,0.4713,0.4478,7.813,6.845,509.5,0.399,0.0127,10.2,3.4
2026-06-03T00:00:00,10.485,10.233,19.92,20.79,1.148,1.078,0.5124,0.4452,7.405,6.710,519.8,0.406,0.0134,10.4,3.4
2026-06-03T01:00:00,9.799,9.618,20.33,20.84,1.116,1.053,0.4292,0.4278,7.643,6.297,529.4,0.419,0.0134,10.6,3.5
2026-06-03T02:00:00,9.643,9.339,20.19,20.81,1.135,1.071,0.4492,0.4399,7.092,6.688,538.7,0.423,0.0135,10.8,3.6
2026-06-03T03:00:00,9.717,9.512,19.32,20.37,1.169,1.103,0.5106,0.4288,6.998,6.876,548.2,0.424,0.0143,11.0,3.6
2026-06-03T04:00:00,10.210,9.946,19.11,20.27,1.150,1.091,0.4832,0.4377,7.581,6.778,558.2,0.432,0.0147,11.2,3.7
2026-06-03T05:00:00,10.088,9.989,20.19,20.95,1.155,1.104,0.5398,0.4346,6.741,6.783,568.2,0.432,0.0158,11.4,3.7
2026-06-03T06:00:00,9.695,9.523,20.70,21.07,1.152,1.099,0.5067,0.4509,7.466,6.677,577.7,0.440,0.0163,11.6,3.8
2026-06-03T07:00:00,10.462,10.223,21.12,21.87,1.176,1.117,0.4826,0.4451,6.976,6.594,587.9,0.444,0.0167,11.8,3.9
2026-06-03T08:00:00,10.504,10.321,21.92,22.70,1.168,1.099,0.4664,0.4342,7.618,6.814,598.2,0.452,0.0170,12.0,3.9
2026-06-03T09:00:00,11.041,10.815,22.51,23.09,1.195,1.132,0.4176,0.4508,7.567,6.520,609.0,0.463,0.0170,12.2,4.0
2026-06-03T10:00:00,11.156,10.813,21.76,22.94,1.211,1.146,0.5175,0.4285,7.247,6.348,619.9,0.473,0.0180,12.4,4.1
2026-06-03T11:00:00,10.999,10.765,23.25,24.23,1.206,1.140,0.4510,0.4360,7.398,6.507,630.6,0.483,0.0181,12.6,4.2
2026-06-03T12:00:00,11.090,10.901,22.47,23.36,1.237,1.181,0.4716,0.4607,7.933,6.846,641.5,0.494,0.0183,12.8,4.2
2026-06-03T13:00:00,11.106,10.816,22.94,23.73,1.207,1.154,0.4911,0.4335,7.263,6.630,652.3,0.501,0.0189,13.0,4.3
2026-06-03T14:00:00,11.476,11.369,24.18,25.42,1.210,1.152,0.4962,0.4488,7.703,6.901,663.7,0.510,0.0194,13.3,4.4
2026-06-03T15:00:00,11.760,11.349,24.38,25.34,1.226,1.165,0.4430,0.4578,7.520,6.577,675.1,0.521,0.0194,13.5,4.5
2026-06-03T16:00:00,11.428,10.958,23.47,24.38,1.224,1.170,0.4783,0.4529,7.543,6.787,686.0,0.529,0.0197,13.7,4.5
2026-06-03T17:00:00,11.219,10.993,24.07,24.65,1.209,1.156,0.4531,0.4564,7.768,6.839,697.0,0.540,0.0197,13.9,4.6
2026-06-03T18:00:00,11.284,11.062,23.27,23.86,1.214,1.161,0.4498,0.4464,7.201,6.742,708.1,0.545,0.0197,14.2,4.7
2026-06-03T19:00:00,11.697,11.581,21.86,22.89,1.184,1.124,0.4535,0.4346,7.524,6.621,719.6,0.555,0.0200,14.4,4.7
2026-06-03T20:00:00,10.884,10.625,21.84,22.25,1.180,1.125,0.4672,0.4518,7.940,6.535,730.3,0.570,0.0201,14.6,4.8
2026-06-03T21:00:00,10.637,10.316,21.33,21.98,1.184,1.121,0.5437,0.4434,7.409,6.432,740.6,0.580,0.0212,14.8,4.9
2026-06-03T22:00:00,10.402,10.188,21.37,22.47,1.173,1.118,0.4415,0.4375,8.230,6.511,750.8,0.598,0.0212,15.0,5.0
2026-06-03T23:00:00,10.196,9.927,20.98,21.85,1.171,1.120,0.4421,0.4527,7.190,6.429,760.7,0.605,0.0212,15.2,5.0
2026-06-04T00:00:00,10.108,9.783,19.96,20.63,1.165,1.115,0.4622,0.4424,7.491,6.444,770.5,0.615,0.0214,15.4,5.1
2026-06-04T01:00:00,9.892,9.662,19.54,20.72,1.151,1.096,0.4673,0.4528,7.777,6.756,780.2,0.625,0.0215,15.6,5.1
2026-06-04T02:00:00,9.633,9.451,19.68,20.61,1.158,1.104,0.4640,0.4319,7.685,6.693,789.6,0.635,0.0218,15.8,5.2
2026-06-04T03:00:00,9.576,9.421,20.14,21.02,1.123,1.067,0.5172,0.4434,7.615,6.482,799.0,0.645,0.0225,16.0,5.3
2026-06-04T04:00:00,10.808,10.538,19.74,20.39,1.117,1.057,0.4529,0.4316,7.862,6.744,809.6,0.657,0.0228,16.2,5.3
2026-06-04T05:00:00,10.285,9.878,20.02,21.00,1.155,1.104,0.5075,0.4554,7.628,6.740,819.4,0.666,0.0233,16.4,5.4
2026-06-04T06:00:00,10.112,9.854,20.20,20.98,1.146,1.087,0.4459,0.4459,8.254,6.647,829.3,0.682,0.0233,16.6,5.5
2026-06-04T07:00:00,10.911,10.825,20.51,21.37,1.143,1.089,0.4611,0.4379,7.219,6.408,840.1,0.690,0.0235,16.8,5.5
2026-06-04T08:00:00,9.877,9.767,21.68,22.64,1.192,1.132,0.4936,0.4449,7.901,6.605,849.9,0.703,0.0240,17.0,5.6
2026-06-04T09:00:00,11.559,11.226,22.11,22.85,1.190,1.133,0.4043,0.4306,7.505,6.730,861.1,0.712,0.0240,17.2,5.7
2026-06-04T10:00:00,10.356,10.121,21.94,22.76,1.173,1.113,0.4739,0.4389,6.930,6.647,871.2,0.715,0.0243,17.4,5.8
2026-06-04T11:00:00,11.346,11.163,22.69,23.34,1.181,1.118,0.4198,0.4342,7.551,6.407,882.4,0.727,0.0243,17.6,5.8
2026-06-04T12:00:00,11.333,11.055,23.16,23.68,1.220,1.161,0.4994,0.4407,7.810,6.898,893.4,0.738,0.0250,17.9,5.9
2026-06-04T13:00:00,11.465,11.065,22.53,23.44,1.208,1.150,0.4456,0.4553,7.957,6.729,904.5,0.751,0.0250,18.1,6.0
2026-06-04T14:00:00,11.196,10.917,23.75,24.53,1.211,1.149,0.4585,0.4477,7.458,6.544,915.4,0.761,0.0251,18.3,6.0
2026-06-04T15:00:00,11.665,11.303,23.55,23.93,1.239,1.182,0.4304,0.4501,7.486,6.615,926.7,0.771,0.0251,18.5,6.1
2026-06-04T16:00:00,10.964,10.714,23.34,24.39,1.222,1.171,0.4353,0.4429,7.675,6.819,937.4,0.780,0.0251,18.7,6.2
2026-06-04T17:00:00,11.637,11.396,21.88,22.60,1.232,1.173,0.4874,0.4288,7.152,6.485,948.8,0.788,0.0258,19.0,6.3
2026-06-04T18:00:00,11.064,10.838,23.46,24.07,1.207,1.156,0.4427,0.4541,7.370,6.606,959.7,0.796,0.0258,19.2,6.3
2026-06-04T19:00:00,10.799,10.544,23.52,24.23,1.208,1.149,0.4729,0.4435,7.373,6.622,970.2,0.804,0.0261,19.4,6.4
2026-06-04T20:00:00,11.084,10.884,22.12,23.07,1.185,1.118,0.5107,0.4389,7.669,6.619,981.1,0.815,0.0269,19.6,6.5
2026-06-04T21:00:00,10.467,10.216,22.35,23.13,1.171,1.112,0.4399,0.4456,7.523,6.709,991.3,0.824,0.0269,19.8,6.5
2026-06-04T22:00:00,9.985,9.741,21.33,22.26,1.176,1.109,0.4879,0.4443,7.299,6.682,1001.1,0.830,0.0273,20.0,6.6
2026-06-04T23:00:00,10.261,10.103,20.62,21.31,1.201,1.150,0.4843,0.4422,7.143,6.700,1011.2,0.834,0.0277,20.2,6.7
2026-06-05T00:00:00,10.349,9.971,20.92,22.11,1.198,1.143,0.4967,0.4501,7.408,6.607,1021.1,0.842,0.0282,20.4,6.7
2026-06-05T01:00:00,10.026,9.888,19.61,20.26,1.132,1.078,0.4333,0.4421,8.138,6.618,1031.0,0.857,0.0282,20.6,6.8
2026-06-05T02:00:00,9.925,9.578,18.89,19.56,1.133,1.081,0.4629,0.4356,7.085,6.352,1040.6,0.864,0.0284,20.8,6.9
2026-06-05T03:00:00,9.971,9.730,19.46,20.03,1.171,1.117,0.4398,0.4344,7.024,6.607,1050.3,0.868,0.0285,21.0,6.9
2026-06-05T04:00:00,10.088,9.846,19.11,20.07,1.137,1.081,0.4695,0.4434,7.394,6.494,1060.2,0.877,0.0288,21.2,7.0
2026-06-05T05:00:00,10.466,10.127,20.17,21.25,1.148,1.095,0.4589,0.4585,7.416,6.674,1070.3,0.885,0.0288,21.4,7.1
2026-06-05T06:00:00,10.385,10.052,20.63,21.20,1.143,1.086,0.4604,0.4656,7.699,6.448,1080.4,0.897,0.0288,21.6,7.1
2026-06-05T07:00:00,10.504,10.217,20.05,20.34,1.152,1.097,0.4474,0.4269,7.002,6.585,1090.6,0.901,0.0290,21.8,7.2
2026-06-05T08:00:00,10.487,10.246,21.56,21.96,1.158,1.108,0.4673,0.4454,7.629,6.453,1100.8,0.913,0.0292,22.0,7.3
2026-06-05T09:00:00,10.900,10.634,21.73,22.67,1.174,1.120,0.4571,0.4307,7.563,6.689,1111.5,0.923,0.0295,22.2,7.3
2026-06-05T10:00:00,10.853,10.777,21.68,22.91,1.195,1.142,0.5129,0.4257,7.034,6.515,1122.2,0.928,0.0304,22.4,7.4
2026-06-05T11:00:00,11.434,11.173,21.82,22.82,1.196,1.131,0.5023,0.4309,7.632,6.630,1133.4,0.940,0.0312,22.7,7.5
2026-06-05T12:00:00,11.019,10.784,23.39,24.15,1.174,1.119,0.4747,0.4554,7.533,6.749,1144.2,0.948,0.0314,22.9,7.6
2026-06-05T13:00:00,11.507,11.160,23.06,24.25,1.214,1.157,0.4697,0.4495,7.888,6.615,1155.4,0.962,0.0316,23.1,7.6
2026-06-05T14:00:00,11.869,11.635,23.33,24.10,1.219,1.158,0.4532,0.4332,7.314,6.683,1167.0,0.970,0.0319,23.3,7.7
2026-06-05T15:00:00,11.236,10.917,23.85,24.19,1.236,1.185,0.4669,0.4503,7.400,6.479,1177.9,0.980,0.0321,23.6,7.8
2026-06-05T16:00:00,10.545,10.289,23.77,24.78,1.194,1.132,0.4895,0.4451,7.419,6.606,1188.2,0.988,0.0325,23.8,7.8
2026-06-05T17:00:00,11.352,10.958,23.04,23.42,1.219,1.167,0.4587,0.4330,7.885,6.465,1199.1,1.004,0.0328,24.0,7.9
2026-06-05T18:00:00,11.855,11.633,23.12,23.44,1.218,1.168,0.4230,0.4378,7.337,6.449,1210.8,1.014,0.0328,24.2,8.0
2026-06-05T19:00:00,11.539,11.244,23.80,24.78,1.194,1.141,0.4987,0.4452,7.843,6.654,1222.0,1.027,0.0334,24.4,8.1
2026-06-05T20:00:00,10.841,10.478,22.48,23.28,1.175,1.125,0.4794,0.4603,7.218,6.766,1232.5,1.032,0.0336,24.7,8.1
2026-06-05T21:00:00,10.353,10.036,21.65,22.45,1.146,1.085,0.4646,0.4482,7.713,6.349,1242.5,1.046,0.0338,24.9,8.2
2026-06-05T22:00:00,10.424,10.254,20.84,21.96,1.193,1.136,0.4543,0.4325,7.545,6.444,1252.8,1.057,0.0340,25.1,8.3
2026-06-05T23:00:00,10.875,10.682,21.51,22.50,1.168,1.117,0.4623,0.4509,7.774,6.494,1263.5,1.071,0.0341,25.3,8.3
2026-06-06T00:00:00,10.674,10.232,19.92,20.78,1.164,1.104,0.4608,0.4285,7.746,6.436,1273.7,1.084,0.0344,25.5,8.4
2026-06-06T01:00:00,9.972,9.733,19.85,20.67,1.131,1.078,0.5110,0.4431,7.378,6.698,1283.4,1.091,0.0351,25.7,8.5
2026-06-06T02:00:00,10.148,9.995,20.06,20.89,1.148,1.092,0.5241,0.4569,7.503,6.732,1293.4,1.098,0.0358,25.9,8.5
2026-06-06T03:00:00,10.379,9.997,18.89,19.47,1.122,1.061,0.5087,0.4344,7.373,6.672,1303.4,1.105,0.0365,26.1,8.6
2026-06-06T04:00:00,10.184,9.937,20.08,20.70,1.149,1.094,0.4708,0.4391,7.610,6.483,1313.4,1.117,0.0368,26.3,8.7
2026-06-06T05:00:00,10.960,10.719,19.50,20.12,1.149,1.093,0.4317,0.4473,7.197,6.493,1324.1,1.124,0.0368,26.5,8.7
2026-06-06T06:00:00,10.785,10.402,20.62,21.33,1.134,1.081,0.4798,0.4353,7.568,6.626,1334.5,1.134,0.0373,26.7,8.8
2026-06-06T07:00:00,9.962,9.730,20.70,21.25,1.156,1.098,0.5099,0.4642,7.243,6.389,1344.2,1.142,0.0377,26.9,8.9
2026-06-06T08:00:00,9.663,9.317,21.27,22.31,1.180,1.130,0.4774,0.4403,7.613,6.672,1353.5,1.151,0.0381,27.1,8.9
2026-06-06T09:00:00,10.644,10.380,20.97,22.02,1.168,1.118,0.4471,0.4498,7.331,6.517,1363.9,1.159,0.0381,27.3,9.0
2026-06-06T10:00:00,10.738,10.507,22.53,23.51,1.195,1.140,0.4670,0.4484,7.366,6.645,1374.4,1.167,0.0383,27.5,9.1
2026-06-06T11:00:00,11.602,11.132,22.26,22.52,1.172,1.118,0.4295,0.4459,7.322,6.526,1385.6,1.176,0.0383,27.7,9.1
2026-06-06T12:00:00,11.361,11.305,22.58,23.27,1.219,1.167,0.4326,0.4339,7.423,6.739,1396.9,1.184,0.0383,27.9,9.2
2026-06-06T13:00:00,11.243,10.936,23.32,24.48,1.190,1.137,0.4887,0.4381,7.497,6.877,1407.8,1.190,0.0388,28.2,9.3
2026-06-06T14:00:00,11.013,10.653,23.20,24.04,1.206,1.154,0.4653,0.4354,7.644,6.355,1418.5,1.204,0.0392,28.4,9.4
2026-06-06T15:00:00,12.047,11.733,23.42,24.63,1.208,1.156,0.4300,0.4418,6.770,6.331,1430.2,1.209,0.0392,28.6,9.4
2026-06-06T16:00:00,11.611,11.094,22.51,23.30,1.240,1.186,0.4991,0.4360,7.450,6.550,1441.3,1.219,0.0399,28.8,9.5
2026-06-06T17:00:00,11.351,11.191,23.58,24.10,1.206,1.148,0.5114,0.4282,7.030,6.362,1452.5,1.227,0.0408,29.0,9.6
2026-06-06T18:00:00,11.351,11.056,22.98,24.04,1.217,1.161,0.4638,0.4324,7.075,6.684,1463.5,1.231,0.0411,29.3,9.7
2026-06-06T19:00:00,11.157,10.860,22.61,23.68,1.198,1.147,0.4793,0.4672,6.871,6.577,1474.4,1.234,0.0413,29.5,9.7
2026-06-06T20:00:00,10.829,10.599,22.36,23.48,1.189,1.135,0.4973,0.4506,7.970,6.413,1485.0,1.251,0.0418,29.7,9.8
2026-06-06T21:00:00,10.648,10.431,20.74,21.57,1.154,1.095,0.5145,0.4290,7.743,6.502,1495.4,1.264,0.0427,29.9,9.9
2026-06-06T22:00:00,10.069,9.770,20.72,21.20,1.145,1.092,0.4514,0.4347,7.285,6.699,1505.2,1.269,0.0428,30.1,9.9
2026-06-06T23:00:00,10.953,10.673,19.85,20.70,1.172,1.118,0.4764,0.4376,7.642,6.505,1515.9,1.282,0.0432,30.3,10.0
2026-06-07T00:00:00,10.228,9.988,19.70,20.54,1.145,1.087,0.5079,0.4506,7.717,6.613,1525.8,1.293,0.0438,30.5,10.1
2026-06-07T01:00:00,10.032,9.708,19.78,20.44,1.166,1.103,0.4934,0.4442,7.345,6.727,1535.6,1.299,0.0443,30.7,10.1
2026-06-07T02:00:00,9.871,9.597,19.62,20.47,1.142,1.091,0.5235,0.4600,7.514,6.687,1545.2,1.307,0.0449,30.9,10.2
2026-06-07T03:00:00,9.893,9.586,19.42,19.75,1.147,1.097,0.4726,0.4289,6.953,6.500,1554.7,1.311,0.0453,31.1,10.3
2026-06-07T04:00:00,10.202,9.997,19.02,20.51,1.142,1.081,0.4827,0.4359,7.518,6.171,1564.7,1.324,0.0458,31.3,10.3
2026-06-07T05:00:00,10.248,10.026,19.82,21.04,1.131,1.079,0.4540,0.4480,7.211,6.516,1574.8,1.331,0.0458,31.5,10.4
2026-06-07T06:00:00,10.011,9.675,20.46,21.37,1.163,1.112,0.4428,0.4296,7.514,6.557,1584.4,1.341,0.0460,31.7,10.5
2026-06-07T07:00:00,10.168,9.899,19.73,19.93,1.156,1.097,0.4375,0.4652,7.515,6.162,1594.3,1.354,0.0460,31.9,10.5
2026-06-07T08:00:00,10.733,10.617,20.99,21.41,1.186,1.120,0.4397,0.4314,7.976,6.465,1605.0,1.370,0.0461,32.1,10.6
2026-06-07T09:00:00,10.614,10.423,21.22,22.12,1.181,1.129,0.4995,0.4690,7.401,6.529,1615.4,1.379,0.0464,32.3,10.7
2026-06-07T10:00:00,10.933,10.623,21.99,22.96,1.187,1.127,0.4723,0.4477,6.999,6.561,1626.0,1.384,0.0466,32.5,10.7
2026-06-07T11:00:00,11.562,11.391,22.73,23.36,1.179,1.127,0.4332,0.4262,7.920,6.604,1637.4,1.399,0.0467,32.7,10.8
2026-06-07T12:00:00,11.676,11.411,22.50,23.15,1.186,1.131,0.5240,0.4523,6.992,6.505,1648.8,1.404,0.0475,33.0,10.9
2026-06-07T13:00:00,11.337,11.171,23.76,24.60,1.249,1.194,0.4542,0.4465,6.982,6.427,1660.0,1.411,0.0476,33.2,11.0
2026-06-07T14:00:00,11.148,10.857,22.59,23.58,1.207,1.147,0.4678,0.4556,7.443,6.926,1670.8,1.416,0.0477,33.4,11.0
2026-06-07T15:00:00,11.709,11.428,23.19,24.41,1.210,1.158,0.4739,0.4612,7.378,6.440,1682.3,1.427,0.0479,33.6,11.1
2026-06-07T16:00:00,11.945,11.663,23.35,24.04,1.221,1.166,0.4788,0.4406,7.604,6.301,1693.9,1.442,0.0483,33.9,11.2
2026-06-07T17:00:00,11.660,11.316,23.12,23.95,1.216,1.151,0.4377,0.4452,7.058,6.570,1705.2,1.448,0.0483,34.1,11.3
2026-06-07T18:00:00,11.621,11.225,23.14,24.21,1.216,1.166,0.4259,0.4515,6.498,6.735,1716.5,1.448,0.0483,34.3,11.3
2026-06-07T19:00:00,10.764,10.429,23.13,24.33,1.208,1.145,0.4755,0.4397,8.105,6.421,1726.9,1.465,0.0487,34.5,11.4
2026-06-07T20:00:00,11.169,10.993,22.02,22.91,1.182,1.130,0.4762,0.4417,7.195,6.333,1737.9,1.475,0.0491,34.8,11.5
2026-06-07T21:00:00,11.204,10.964,22.03,22.70,1.157,1.107,0.4600,0.4413,6.842,6.461,1748.8,1.479,0.0493,35.0,11.5
2026-06-07T22:00:00,11.053,10.644,20.72,21.21,1.179,1.121,0.4723,0.4393,7.697,6.530,1759.5,1.491,0.0496,35.2,11.6
2026-06-07T23:00:00,10.455,10.145,20.95,21.76,1.166,1.100,0.5061,0.4443,7.448,6.600,1769.6,1.500,0.0503,35.4,11.7
2026-06-08T00:00:00,10.170,9.870,19.84,21.37,1.175,1.120,0.3899,0.4334,6.989,6.552,1779.5,1.504,0.0503,35.6,11.7
2026-06-08T01:00:00,9.388,9.186,19.53,20.89,1.171,1.117,0.4649,0.4389,7.212,6.691,1788.7,1.509,0.0505,35.8,11.8
2026-06-08T02:00:00,9.888,9.625,19.51,20.23,1.146,1.081,0.4734,0.4435,7.601,6.425,1798.3,1.520,0.0508,36.0,11.9
2026-06-08T03:00:00,10.086,9.801,19.62,20.40,1.121,1.060,0.4893,0.4441,7.069,6.725,1808.1,1.524,0.0512,36.2,11.9
2026-06-08T04:00:00,10.013,9.734,19.85,20.81,1.142,1.087,0.4547,0.4263,7.670,6.701,1817.8,1.533,0.0515,36.4,12.0
2026-06-08T05:00:00,10.164,9.838,19.59,19.80,1.160,1.099,0.4623,0.4424,7.265,6.416,1827.7,1.541,0.0517,36.6,12.1
2026-06-08T06:00:00,9.934,9.630,20.16,20.82,1.134,1.084,0.5170,0.4195,7.833,6.623,1837.3,1.553,0.0527,36.7,12.1
2026-06-08T07:00:00,10.212,9.948,20.05,21.24,1.148,1.080,0.4742,0.4465,7.771,6.420,1847.3,1.567,0.0529,36.9,12.2
2026-06-08T08:00:00,10.450,10.135,20.49,21.13,1.178,1.119,0.4561,0.4316,7.673,6.658,1857.4,1.577,0.0532,37.1,12.3
2026-06-08T09:00:00,10.539,10.278,21.76,22.66,1.192,1.142,0.4956,0.4334,7.369,6.368,1867.7,1.587,0.0538,37.4,12.3
2026-06-08T10:00:00,11.469,11.141,21.74,22.53,1.195,1.139,0.5075,0.4428,7.254,6.508,1878.8,1.595,0.0545,37.6,12.4
